Country Name,"Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]",Population growth (annual %) [SP.POP.GROW],Population density (people per sq. km of land area) [EN.POP.DNST],Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS],Population ages 15-64 (% of total population) [SP.POP.1564.TO.ZS],Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],Land area (sq. km) [AG.LND.TOTL.K2],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Services, value added (% of GDP) [NV.SRV.TOTL.ZS]",Gross value added at basic prices (GVA) (current US$) [NY.GDP.FCST.CD],"Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]",Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Inflation, GDP deflator: linked series (annual %) [NY.GDP.DEFL.KD.ZG.AD]",GNI (current US$) [NY.GNP.MKTP.CD],"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Export value index (2000 = 100) [TX.VAL.MRCH.XD.WD],Import value index (2000 = 100) [TM.VAL.MRCH.XD.WD],Region,Trade (% of GDP) [NE.TRD.GNFS.ZS]
Cuba,11333484,49.6575280822737,50.3424719177263,-0.0411262892496893,109.185780346821,16.0423499113203,68.3926909318168,15.5649591568629,103800,9099.67314552171,,,,,5.6100001335144,17.3999996185303,17.1100006103516,65.4899978637695,52.62,1.67,5092603,64.29,,,3.30409345862211,3.30409345862211,,,,126.4916468,220.9264478,Caribbean,
Curacao,157441,45.9445732852781,54.0554267147219,-1.19643951751799,354.596846846847,18.4942236146466,64.336939494811,17.1688368905424,444,19701.270377457,,,,,,,,,,,,,0,2.62220783425056,2.65520328343835,2.65520328343835,3234078212.2905,67780648.8547486,115.533202128435,,,Caribbean,
Cyprus,1198574,50.0008343247893,49.9991656752107,0.779957016025289,129.715800865801,16.7070896689819,69.2446446822268,14.0482656487913,9240,28288.4615757198,1.73589087809037,12.7079912056356,72.76547314578,21757918952.1997,1.94000005722046,2.41000008583069,18.4400005340576,79.1600036621094,59.27,7.07,636733,74.84,0.000985649396075146,0.250370996758456,0.884642379393497,0.884642379393497,23946675249.0765,25930367780.0521,102.510991917283,363.8235659,238.3328401,WesternAsia,144.815363216225
Czechia,10671870,49.2143621798911,50.7856378201089,0.393788864202175,138.236658031088,15.7229501266184,64.4763050287444,19.8007448446372,77200,23490.3984633494,1.93659377905495,31.4566244636929,56.8806038820242,226250803998.735,3.02999997138977,2.66000008583069,37.25,60.0900001525879,59.29,2.01,5441332,76.86,0.422121079684036,2.84787595918047,3.86609830037501,3.86609830037501,235270023656.641,10752120870.768,116.47554201756,683.5836658,559.5625564,EasternEurope,142.7623306061
Denmark,5814422,49.7181766000904,50.2818233999096,0.358130915892652,145.36055,16.4009587177549,63.6337821533242,19.965259128921,40000,60213.0921454746,1.32810461688818,21.1196289349155,64.8180516879127,305521290689.572,3.40000009536743,2.22000002861023,18.5499992370605,79.2300033569336,59.09,5.02,3023904,79.01,0.477512026417127,0.758131572511619,0.74332840799984,0.74332840799984,360446546583.535,-7499269283.381,110.347290420498,216.5096202,215.2597222,NorthernEurope,109.29243155125
Djibouti,973557,52.585210727261,47.414789272739,1.51455950269865,41.9998705780846,29.2049796622704,66.1859566950162,4.60906364271334,23180,3414.93539272302,1.2717185632999,15.9377781990136,76.4016152890562,3112232725.63583,0.839999973773956,24.5499992370605,13.4399995803833,62,53.55,10.97,414572,63.7,0.287104946449715,3.31925372703833,2.39311233758737,2.39311233758737,3230790006.75219,175000000,120.250922373372,11412.18377,1909.586541,EasternAfrica,296.138780003182
Dominica,71808,,,0.253775391715059,95.744,,,,750,8001.99709513435,11.8328778425205,15.5455576754499,53.4451864074666,456392592.592593,,,,,,,,,0.0317053416059665,1.50462353858147,0.783993676347876,0.783993676347876,564719376.97287,32551851.8519,105.43247529016,33.89719797,198.2518283,Caribbean,110.193278502552
Dominican Republic,10738957,49.9694523406696,50.0305476593304,1.04662057856427,222.292630925274,27.7086938974899,64.9929164449661,7.29838965754406,48310,8282.11713050921,5.22728892621582,29.0773366472454,58.2948206914116,82359151054.0034,3.20000004768372,8.77999973297119,18.8199996948242,72.4000015258789,62.71,6.36,5199103,71.05,0.358710939255602,1.8106037704296,2.52561865647056,2.52561865647056,84871455782.1538,2829200000,132.172234898705,195.5481959,214.0310159,Caribbean,51.0111449209557
Ecuador,17373657,50.0210577427654,49.9789422572346,1.67917269268893,69.9535231116122,27.7069681682538,64.9208324646813,7.37219936706493,248360,6222.52465327248,8.80053114288692,32.7023208798527,51.8034422408057,100871577000,2.82999992370605,29.7399997711182,17.2099990844727,53.0400009155273,65.25,3.81,8519410,70.96,6.95500617776621,0.266012515466136,0.495450027557041,0.495450027557041,105079773200,961608329.513025,124.142674729473,453.2384047,606.3848934,SouthAmerica,46.0768211909258
Egypt,100388076,50.5265177111274,49.4734822888726,1.97628022437557,100.846929529359,33.8348301595549,60.8888368641163,5.27633297632877,995450,3019.09228346646,11.0489750286541,35.6234456323632,50.4716991413164,294425233485.194,12.4499998092651,20.6200008392334,26.9400005340576,52.439998626709,40.47,9.73,29776956,47.87,4.97845727175021,9.15279959324812,13.6225675699873,13.6225675699873,292071265603.645,9010100000,288.572774376263,549.5273019,486.467647,NorthernAfrica,43.24045019823
El Salvador,6453550,46.8479054163987,53.1520945836013,0.509699113997832,311.464768339768,26.8584452626328,64.6719721678895,8.46958256947762,20720,4167.73093878563,4.86781630135489,25.2298984334858,60.3843376835637,24336680000,4.53000020980835,16.2900009155273,22.5100002288818,61.2000007629395,56.78,3.96,2790598,63.15,0.557280810346512,0.0753241350024327,0.711894748671355,0.711894748671355,25559270000,696287032.758767,111.228352310936,202.0846651,242.9262179,CentralAmerica,75.9767941447005
Equatorial Guinea,1355982,55.5924046189404,44.4075953810596,3.52884025293578,48.3416042780749,36.9567974890596,60.6186937033273,2.42450880761306,28050,8419.9333361253,2.43041755808522,53.0364749200023,44.3421219039691,11282344585.4305,8.80000019073486,39.5099983215332,19.3500003814697,41.1399993896484,57.03,7.95,529668,63.19,30.9101533121009,1.23869860205109,-2.19644346528756,-2.19644346528756,8329916823.55915,452287114.3862,124.346722780622,474.0200547,598.6696231,MiddleAfrica,94.5057559529936
Estonia,1326898,47.2693752267757,52.7306247732243,0.371554389037477,30.5244536461928,16.4632692841539,63.544922935802,19.9918077800442,43470,23717.7994512337,2.4930042404439,22.0384487450319,62.4782377960292,27382907366.5333,4.55000019073486,3.17000007629395,28.7000007629395,68.129997253418,60.68,4.45,703864,78.9,1.14260796788975,2.27725931243518,3.22695343644259,3.22695343644259,30759017473.7254,2962634485.84416,122.14231282149,420.5224449,356.6518274,NorthernEurope,141.806026645834
Eswatini,1148133,49.0178402676345,50.9821597323655,1.03826564467004,66.7519186046512,37.831430238736,58.1537804952401,4.01478926602388,17200,3894.66963029858,8.45458513203926,34.093549220305,52.0796525347608,4156591764.70588,2.1800000667572,12.1499996185303,23.3899993896484,64.4599990844727,40.78,22.24,374305,54.71,2.96641515864496,2.59801620311075,2.30827766483952,2.30827766483952,4018702283.73702,127970921.965401,166.821866435163,223.6713877,170.3981688,SouthernAfrica,89.0922606880238
Ethiopia,112078727,50.0264497115496,49.9735502884504,2.57969708764895,99.2461598282101,40.3364411784466,56.1468683665491,3.51669045500426,1129300.39,855.760885186903,33.521071998115,24.8223675100372,37.1475828867108,90473155534.6436,0.46000000834465,66.629997253418,9.31999969482422,24.0499992370605,77.67,2.04,53021347,81.34,4.37571530540828,15.840322039584,12.8603968185939,12.8603968185939,95322999764.7411,2516228020.2911,319.019368649763,568.60581,1154.711575,EasternAfrica,28.8153010070423
Faroe Islands,48677,,,0.370469890859404,34.8689111747851,,,,1396,64225.2649049837,18.1703076664828,18.5463178341047,51.8069111052493,2767490328.96512,,,,,,,,,,,,,3219884847.21264,,,301.7617879,229.1984842,NorthernEurope,106.873216469629
Fiji,889955,50.6721126349085,49.3278873650915,0.729092657357544,48.7112753147236,29.2936818011738,65.0820886046791,5.62422959414711,18270,6175.87484121767,11.8491481459647,15.5858035556379,53.9850220227217,4475050916.49694,1.02999997138977,17.6100006103516,14.1400003433228,68.2600021362305,55.19,4.11,362136,60.29,0.773831393568309,1.7731018246027,2.37426425854399,2.37426425854399,5045408257.73005,322282826.115833,132.297245600612,176.2648848,334.9303343,Melanesia,106.564094449499
Finland,5521606,49.2973900424771,50.7026099575229,0.110191690491055,18.1679586733351,16.0163415492983,61.8430138267974,22.1406446239043,303920,48711.5642079496,2.45483037197048,23.9306420933901,60.0580202363263,232905552290.196,3.77999997138977,3.77999997138977,21.6399993896484,74.5800018310547,55.31,6.7,2748960,78.15,0.401053790022323,1.02409392963429,1.51705292122455,1.51705292122455,270240027192.156,15768223068.6148,112.331712088838,159.7615014,214.5058846,NorthernEurope,79.40031881995
France,67248926,48.4026166175936,51.5973833824064,0.218824148997353,122.816302229722,17.8021578717479,61.8064718464662,20.3913702817859,547557,40380.0987725432,1.59714194783544,17.1352034127768,70.1947225304942,2414830779317.64,4.25,2.52999997138977,20.4300003051758,77.0400009155273,50.33,8.44,30385859,71.82,0.0351482166469712,1.10825492288292,1.22721756855577,1.22721756855577,2771809930478.43,51038713850.7414,110.04856675289,174.865886,193.3752543,WesternEurope,64.5227290341624
French Polynesia,279285,50.6622267576132,49.3377732423868,0.578860345386691,79.3423295454545,22.5638858951544,68.7554379545056,8.68067615033997,3520,,,,,,1.32000005245209,6.82999992370605,16.6399993896484,76.5400009155273,47.34,12.72,117304,60.26,,,,,,32625026.5076,,60.24479638,216.5322348,Polynesia,
Gabon,2172578,50.9161005956978,49.0838994043022,2.48404317871067,8.43162960375674,37.1795455999529,59.2757271427184,3.54472725732873,257670,7767.01697942954,5.55441626649173,47.2081807833901,41.2467130835206,15863554898.0979,2.84999990463257,29.9599990844727,10.7399997711182,59.2999992370605,42.51,19.64,721991,54.74,20.8564721550404,2.46456756151187,1.55453258026736,1.55453258026736,15511134184.7141,1553136883.3639,122.627926286455,286.6762626,328.9405305,MiddleAfrica,72.2497973586532
Gambia,2347696,49.5960294688921,50.403970531108,2.92186286632026,231.985770750988,44.1271181314867,53.3119564374756,2.56092543103779,10120,777.815245170251,21.797195274515,15.7929936821528,54.5248856884206,1682089106.61673,1.42999994754791,27.0300006866455,15.0100002288818,57.9599990844727,53.98,8.94,777591,60.54,2.31693510856326,7.11567625631189,7.14923906059883,7.14923906059883,1795947897.12859,32266071.5504,172.730435584882,826.217774,331.606736,WesternAfrica,55.5386924434596
Georgia,3720161,47.682173719626,52.317826280374,-0.171565740223868,65.0855698239966,20.0314254153046,64.9075189559556,15.0610556287397,69490,4697.98365238984,6.50458918722347,20.3125586294549,60.7675132811473,15307395053.4048,2,38.1500015258789,14.2600002288818,47.5900001525879,56.26,11.57,1892372,69.4,0.117472441896689,4.85289821696731,5.19239145340818,5.19239145340818,16699333664.5257,1341122820.37,133.612466666667,1175.975232,1341.587536,WesternAsia,118.599368307339
Germany,83092962,49.3900550553476,50.6099449446524,0.22551987421288,237.829761291431,13.7994884756758,64.6375192034153,21.5629923209089,349380,46467.5162023856,0.721821950972007,26.7037300126122,62.6327829402299,3477263584949.01,4.26000022888184,1.21000003814697,27.1800003051758,71.6100006103516,59.32,3.14,43871267,79.08,0.100707779521797,1.4456670146976,2.19246294106814,2.19246294106814,3966094443874.5,67618997073.9991,112.854887342124,270.5348578,248.897155,WesternEurope,87.9891274408895
Ghana,30417858,50.6810374353119,49.3189625646882,2.16258446185622,133.681365913686,37.3648721329998,59.5378056888691,3.09732217813116,227540,2210.35592258865,17.6074862837021,31.5979151971596,45.8818690218074,63931253658.7256,5.34999990463257,29.75,21.0499992370605,49.2099990844727,65.02,4.12,12919340,69.21,7.78653040791905,7.17592284708851,9.97060771376661,9.97060771376661,65527306781.1554,3879831469.7,248.441543589585,937.6957503,450.6475265,WesternAfrica,71.1120834554829
Greece,10721582,49.0814298857721,50.9185701142279,-0.105339392724138,83.1775174553918,13.8965985913913,64.161931282466,21.9414701261427,128900,19150.7861964985,3.77917680732401,12.8862960176626,70.0441125682098,182587760180.102,7.40000009536743,11.6000003814697,15.3400001525879,73.0599975585938,43.19,17.31,4822612,68.7,0.10590561157823,0.252978044454509,0.190777354218241,0.190777354218241,203644992868.4,4999635989.53698,101.949392140007,323.2226018,186.569589,SouthernEurope,81.8217965518436
Grenada,112002,50.3794575096873,49.6205424903127,0.494964112035921,329.417647058824,23.7172218601287,66.6053587850325,9.67741935483871,340,10815.9113560803,4.89453618239019,13.5560522075706,66.5961434393526,1015970370.37037,,,,,,,,,0,0.59814976473601,1.64022163623478,1.64022163623478,1093012437.51293,131044444.4444,108.068831493402,66.01041667,196.6241588,Caribbean,110.126299762443
Guam,167295,50.471920858364,49.528079141636,0.915743567783526,309.805555555556,24.1341590254283,65.6759955527395,10.1898454218322,540,37723.7813443319,,,,,1.41999995708466,0.230000004172325,15.539999961853,84.2300033569336,60.43,5.65,81292,70.59,,,2.27144925829836,2.27144925829836,,,,43.55945946,250,Micronesia,78.3077166851529
Guatemala,16604026,49.256103412478,50.743896587522,1.56038604781094,154.946117954461,33.8593321423826,61.2116835268401,4.92898433077731,107160,4638.63494319511,9.43421417388073,21.8211743745573,62.6483595981269,72324681097.0936,2.83999991416931,31.2999992370605,18.7299995422363,49.9799995422363,61.16,2.36,6879134,64.71,1.22266519613288,3.69998398008601,3.68060643662776,3.68060643662776,75608515048.4948,1169327140,142.921394880398,412.1806224,384.4588749,CentralAmerica,45.5965223249487
Guinea,12771246,48.2809194968134,51.7190805031866,2.83478481749442,51.9747924466873,43.4499891396658,53.6081052702297,2.94190559010452,245720,1058.14336817318,24.1886016618938,28.5350463876243,38.344395675379,12306761724.1643,1.12999999523163,60.6500015258789,5.78999996185303,33.560001373291,58.85,4.14,4433672,62.96,4.1112673622605,9.47077937313535,9.94984530941956,9.94984530941956,12853809258.2083,44400000,262.949889606886,578.1672193,571.4113978,WesternAfrica,72.2468939523622
Guinea-Bissau,1920917,48.875771311306,51.124228688694,2.45652856791883,68.3114153627312,42.1536637094062,54.9830758354582,2.86326045513561,28120,749.453747028806,30.3965794546532,13.2629614582098,51.2366001896858,1366161328.42701,0.990000009536743,60.4799995422363,8.60999965667725,30.9099998474121,70.06,2.79,800827,72.89,8.61026417982827,0.246600268147853,-3.41786303090853,-3.41786303090853,1470018484.03597,71658680.3379902,112.718072816065,357.6906166,526.7612843,WesternAfrica,55.3725855838767
Guyana,782775,50.2406183130529,49.7593816869471,0.482526666451711,3.97650495300991,27.9299305284082,65.3584851667037,6.71158430488805,196850,6609.51043084801,17.5952962348857,28.6893031668477,44.7132587365527,4617616343.74687,5.80000019073486,15.4399995803833,24.9699993133545,59.5999984741211,47.17,13.91,309040,58.64,4.00537781377662,2.0872308916202,2.96119322249587,2.96119322249587,5127125799.70695,1695179887,116.191475510903,312.4401876,526.9109948,SouthAmerica,
Haiti,11263079,49.3434876910656,50.6565123089344,1.24985422874917,408.674854862119,32.8585874002282,62.0777430536966,5.0636695460752,27560,1272.49069871548,19.3827491936875,23.3165387150738,54.0881931489261,13871739806.6215,0.730000019073486,29.0300006866455,6.65999984741211,64.3099975585938,58.95,13.48,5152876,68.93,0.465654746823631,18.7037825672506,17.4331662290345,17.4331662290345,14381819367.5678,75000000,212.825312171362,377.8197501,429.1470429,Caribbean,47.3545792912647
Honduras,9746115,49.9583064636524,50.0416935363476,1.64061784169287,87.1044329251944,31.159424825292,64.0123856506135,4.82818952409457,111890,2574.35675105143,10.7536504478567,27.0767291297681,57.5801932518774,22693359446.7226,10.1700000762939,29.4899997711182,21.3899993896484,49.1199989318848,65.13,5.57,4627392,71.05,0.938519127683884,4.36587159819272,4.12669713335944,4.12669713335944,23175208601.0976,955095297.980428,150.34435782941,260.7618902,296.5441632,CentralAmerica,98.0275897083463
"China, Hong Kong SAR",7507400,45.9711514966669,54.0288485033331,0.754094920172569,7149.90476190476,12.3267081343393,70.1750394088127,17.498252456848,1050,48354.473367413,0.0723134685153416,6.25573023595916,89.9808054672779,349616891486.619,2.66000008583069,0.170000001788139,11.0799999237061,88.75,58.1,2.96,3940634,72.27,0.000558547564478733,2.8649279875438,2.04714511101652,2.04714511101652,381357214870.021,58299361094.7774,134.593052867475,263.9033988,269.9630034,EasternAsia,353.794681778553
Hungary,9771141,47.5828834819529,52.4171165180471,-0.0452557101106228,107.069263642341,14.4332197277783,65.8723226655215,19.6944576067002,91260,16733.3221691387,3.31731327754577,24.9742682487539,56.3882719312323,138547240762.403,4.48999977111816,4.71999979019165,32.0900001525879,63.189998626709,54.88,3.42,4750636,72.57,0.32375414168396,3.3385863538201,4.76518148142029,4.76518148142029,159229639441.272,92164560624.3042,121.64204740639,438.4702623,372.4227621,EasternEurope,161.757600180338
Iceland,360563,50.2098591009241,49.7901408990759,2.19893225826166,3.5759496181692,19.6471709076751,65.1607080178509,15.192121074474,100830,68883.1487741776,4.40950135759592,19.7997271375315,65.899488286694,21582897961.1844,3.48000001907349,4.03999996185303,17.4699993133545,78.4899978637695,71.74,3.51,215408,86.67,0.000117414284224356,3.01397179156056,4.53471861563234,4.53471861563234,24634234577.5015,-600034636.630748,129.003331214359,274.7240982,253.6470878,NorthernEurope,83.6624841007599
India,1366417756,51.9701657038479,48.0298342961521,1.01326124930492,459.579695882201,26.6182646511486,67.0038111931616,6.3779241556898,2973190,2100.75146060783,16.6774623971688,24.1775949697002,49.8595589133602,2603966776645.51,2.04999995231628,42.5999984741211,25.1200008392334,32.2799987792969,46.74,5.27,494732703,52.13,2.00641341778857,3.72327648330532,3.56600142249476,3.56600142249476,2843265469943.79,50610647353.5912,172.878328310405,765.1134049,943.3834647,SouthernAsia,39.3867710424728
Indonesia,270625567,50.3536168110827,49.6463831889173,1.09792643725552,144.139988463499,26.2151194819848,67.734577835602,6.05030268241321,1877519,4135.20153132694,12.7127004560495,38.9520689150014,44.2227648516737,1073069014028.7,3.5,28.5,22.3600006103516,49.1399993896484,65.54,3.62,135802879,70.2,2.94307553510335,3.03058664969491,1.59879813414963,1.59879813414963,1085070037984.51,24993551748.0098,151.176675071352,256.384257,392.8793141,South-easternAsia,37.4487792904287
Iran (Islamic Republic of),82913893,50.5221603814936,49.4778396185064,1.35228980616831,50.9061451656475,24.6546580497607,68.9868198948437,6.35852205539563,1628760,3114.62275284063,12.1818798178618,31.6778030249388,55.831357996144,252329186834.279,3.58999991416931,17.3700008392334,31.3899993896484,51.2400016784668,40.13,11.14,28212245,48,,39.9073455697783,36.9100828421149,36.9100828421149,258443785777.363,1508000000,550.929425291206,228.6718397,300.9641675,SouthernAsia,56.1730621052694
Iraq,39309789,50.6026984779796,49.3973015220204,2.25413907484826,90.5488450410939,38.0209272587437,58.5805396076595,3.39853313359679,434128,5658.49226654047,3.33440051362188,52.5133118550844,45.3973267244073,222434137055.838,1.79999995231628,18.2700004577637,22.9300003051758,58.7999992370605,37.49,12.76,10469143,44.67,39.7992116840961,-0.198965380023871,0.26417423351819,0.26417423351819,221268137055.838,-3075600000,119.618699575991,403.8734186,350.2051476,WesternAsia,72.4643268040902
Ireland,4934340,49.6143162782658,50.3856837217342,1.36762695363797,71.6263608651473,21.1503749619815,64.6267942926721,14.2228307453464,68890,80778.8296145658,0.916770752594997,35.3705321755563,57.7520344681018,360712285198.117,4.19999980926514,4.42999982833862,18.7700004577637,76.8000030517578,59.36,4.95,2429748,73.51,0.023766132998619,0.939044481054341,3.14837359386615,3.14837359386615,308373119536.768,-46633226471.2934,106.584326346003,219.6782223,196.1082485,NorthernEurope,239.836810703819
Israel,9054000,49.7375452395382,50.2624547604618,1.90898263957994,418.391866913124,27.8855719144722,59.9057536718941,12.2086744136338,21640,43588.713153649,1.08723229565332,18.4645243408671,71.1604603270578,,3.94000005722046,0.920000016689301,17.2299995422363,81.8600006103516,61.28,3.8,4159779,72.18,0.093395505988066,0.844128708733833,2.23194779569316,2.23194779569316,392786885849.307,19047100000,108.17643894567,186.301915,203.2351749,WesternAsia,56.7662165868841
Italy,59729081,48.6556403580691,51.3443596419309,-1.15302842389952,200.614922916737,13.1666575144622,63.8212058366567,23.0121366488811,297730,33566.7873041609,1.90912433488196,21.3806201933452,66.3631838337545,1795341572454.9,5.96999979019165,3.89000010490417,25.8700008392334,70.2399978637695,44.77,9.95,25787158,65.82,0.0890422202223529,0.611246943765291,0.803938225764568,0.803938225764568,2022390593847.06,31185214397.3215,110.623595648239,221.4652809,198.3239411,SouthernEurope,60.108088399314
Jamaica,2948277,49.6466241129989,50.3533758870011,0.456356507419859,272.232409972299,23.5312193995209,67.5463889272352,8.92239167324395,10830,5369.4983713849,7.01960213851849,19.2535844539959,59.8108539811498,12860895597.6239,3.59999990463257,15.2200002670288,16.1800003051758,68.5999984741211,61.52,7.72,1502858,71.38,0.140914731096599,3.90510000865876,3.18250309465809,3.18250309465809,15422475637.9954,665415555.002522,162.49153689912,122.5104451,192.0130185,Caribbean,90.1106076335994
Japan,126264931,48.8334888758224,51.1665111241776,-0.208999472902293,346.405846364883,12.5730310225261,59.4249196996624,28.0020492778115,364500,40113.0609702277,,,,,1.83000004291534,3.38000011444092,24.2199993133545,72.4000015258789,60.87,2.4,68838956,79.82,0.0889735154119182,0.476973684210521,0.64083930871999,0.64083930871999,5252425968544.02,39932871886.7159,105.482172148839,147.2084565,189.9703687,EasternAsia,34.929193847498
Jordan,10101697,50.617386365875,49.382613634125,1.35921632969114,113.78347600811,33.562242134834,62.5443415728095,3.89341629235651,88780,4405.48710929391,4.91264374468101,24.4544709340817,60.9394075798093,38947618873.2394,3.34999990463257,2.47000002861023,24.4500007629395,73.0899963378906,32.83,16.85,2649637,41.78,0.0348862056218373,0.761514047265513,1.67062575504566,1.67062575504566,44510360704.2254,825492957.746479,125.604002606804,437.7178078,420.622088,WesternAsia,85.6880461088272
Kazakhstan,18513673,48.5124595260268,51.4875404739732,1.28960848954226,6.85767789013594,28.8812499437375,63.4664061152816,7.65234394098093,2699700,9812.5958082732,4.46633595812751,33.028795913527,55.5282559332057,168992974738.163,1.48000001907349,14.8599996566772,20.9799995422363,64.1600036621094,65.51,4.8,9060001,76.59,17.6245290213371,5.24547679608388,7.63328623819848,7.63328623819848,158974567110.728,3320645020.68398,188.51643427329,650.3342091,749.1443091,CentralAsia,64.8586165517565
Kenya,52573967,49.6869144380906,50.3130855619094,2.27274637907931,92.3744017289243,39.1933742576388,58.3827990325175,2.42382670984367,569140,1816.54712375218,34.1496536062322,16.1464175862083,43.220814220419,87375747622.3159,0.180000007152557,54.3400001525879,6.21999979019165,39.439998626709,72.31,2.6,23733381,74.56,1.05240168641247,5.23585999425422,3.96105533785823,3.96105533785823,93578038042.9454,1332436904.48383,189.966315017816,336.7403441,568.4988329,EasternAfrica,33.4014430678127
Kiribati,117608,49.1650227875655,50.8349772124345,1.51298666799305,145.195061728395,35.8383075693417,60.0794177167831,4.08227471387514,810,1655.05069337521,,,,,,,,,,,,,0.03835441178341,-1.88110022362739,3.99966780315053,3.99966780315053,381647549.530761,-558280.50228304,100.464955184995,340.2561247,332.7998584,Micronesia,
Democratic People's Republic of Korea,25666158,48.9078341994154,51.0921658005846,0.455141902020057,213.156365750353,19.9932822053131,70.7486289048058,9.25808888988112,120410,,,,,,1.41999995708466,43.8199996948242,12.7299995422363,43.4500007629395,78.57,2.62,16567356,86.24,,,,,,25759138.6116,,33.89830508,176.7497034,EasternAsia,
